OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Genus_2	Species
c7cd3a2e6b173ae39f88b2cfcc2a19e8	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia_401430	o__Acidimicrobiales	f__JAAYBP01	g__Aquihabitans	s__Aquihabitans	daechungensis
55e5ec1b7779734d76e7c96a8d6177be	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__JC017	s__JC017	sp004296775
45ede450791625717e5ac729653f2482	d__Bacteria	p__Myxococcota_A_473307	c__Polyangia_463783	o__Polyangiales				
ea17cbed8daf01d963a28ff8da772017	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Geminicoccales	f__Geminicoccaceae			
4f0e02d9f956dbead607614ee559a395	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Trueperaceae	g__MPNL01	s__MPNL01	sp002239005
a31513f3fd0bc823a9825d00f4fae315	d__Bacteria	p__Eremiobacterota	c__Xenobia	o__Xenobiales	f__	g__	s__	
5a5b2599304c2b78006639e1794e93cc	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__JC017	s__JC017	sp004296775
a9359ab7b82b795a771cd8b225ce1596	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__JC017	s__JC017	sp004296775
2d15f3f239c4cd4b3efc0944de1e18b3	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	timberlakei
8d0834bc044fd739a8c8e484da65e3a5	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Caldalkalibacillales	f__Caldalkalibacillaceae	g__Caldalkalibacillus_362013	s__Caldalkalibacillus	thermarum
283ec50bb0a007f98b367fe5b76ccf8a	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_650611	f__Pseudomonadaceae	g__Pseudomonas_E_647464		
bda6feaf40cca7d54be822c1818003c5	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
0162afb3f8acb2281b0c1bd0990818fd	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_592524	f__Burkholderiaceae_A_574934			
a3dfaa0ced764af67bfe19ea0252bf6b	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
1db331e2ccd63398437f38e3bdfff1df	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nevskiales	f__Nevskiaceae	g__Hydrocarboniphaga	s__Hydrocarboniphaga	effusa
df52350a8a56ebea6dc987c9d249c61c	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
db6e04dfd4abfbcc3b28fc5d81b9b245	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter	sp000632455
459e76f5cf1757e843e653dcbd32b6fd	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
7916cd5c64a70ec581872d2248752aad	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__Longimicrobiaceae	g__Longimicrobium	s__Longimicrobium	terrae
a3247dd4788dd91755f009f6ec7777c6	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__VFJQ01	s__VFJQ01	sp009885995
0bec629aaf2fd559eb8cc8d619bf6861	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__UBA10450	g__CADDYX01	s__CADDYX01	sp902810735
5a881f0bdff83a5d9d0412a37c5e050a	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma_A_270457		
22003d044477f01a3d5ab8ec13cc97ed	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Flavobacteriaceae			
55a6d47048015b6e781bfd6cb91a7b5a	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504705	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium	sp001424705
99fe9fc3fbb91597f02a74a3470667a5	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504705	f__Beijerinckiaceae	g__Methylobacterium		
2e8f6e2a4aaa884d9502ec7fe9abf01a	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504705	f__Xanthobacteraceae_503485	g__Bradyrhizobium		
104b93093ee9a2d11b960bedad50d8ed	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616009	f__Xanthomonadaceae_616009	g__Stenotrophomonas_A_615274		
b7a06f6af9c0d92d317c0e1ac80408fe	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Saccharibacter	s__Saccharibacter	floricola
fa17cc642b9377cf201c1e1a26996cea	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
9bb5fc32b61025361da8f7095d3d2496	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616050	f__Wenzhouxiangellaceae	g__Wenzhouxiangella		
4e23398615745d45e4b42bd96aae9840	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	quenuiae
4aa8cd2a973b683ad565aac6f2af8ce0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Saccharibacter	s__Saccharibacter	floricola
285f394b4bdeefe6b935a6610d9ea9fe	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Saccharibacter	s__Saccharibacter	floricola
74889c36e4ffc85bd670850308187bb8	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae			
974cefd3354139252759b3da897f3341	d__Bacteria	p__Proteobacteria						
29967ade0ceaedf521bbcae980a2ad43	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acetobacter	s__Acetobacter	persici
b000ea73a3789a4815faa58ab4a01f47	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_592522	f__Burkholderiaceae_A_592522			
09685511279d9ba869d2748aab60ed51	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616050	f__Wenzhouxiangellaceae	g__Wenzhouxiangella		
d1496855f23963e64928b708a935f994	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas		
978e8c23da75892a62aeedb060de8508	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504705	f__Beijerinckiaceae	g__Microvirga		
e4691cff95d9a229abee6650bb18dec3	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria					
f090b41fd319a07755214c8872c57eb6	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_500279	f__Rhizobiaceae_A_500279	g__Neorhizobium		
8a9d93fa218e44b85fa62559bcb4cbfb	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470			
c418ed9e8b5a68f1bb6e8f550eca0804	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470			
7164188f1a28b29cbdbcb4418a725308	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470	g__Aquamicrobium_A_497889	s__Aquamicrobium_A_497889	aestuarii
a17faf9027bb70941222b3869b479d40	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504721	f__Hyphomicrobiaceae	g__Hyphomicrobium_A	s__Hyphomicrobium_A	zavarzinii
18015bc5bef6bc421def1d57c09e205b	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470			
594c5ce0f6191714168248d69d0d502e	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470	g__Falsochrobactrum	s__Falsochrobactrum	ovis
a1b9665014a32c9173326378de4c6fcc	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_650611	f__Pseudomonadaceae	g__Azotobacter_648166	s__Azotobacter	bryophylli
bff857bea6746f450bb5f6f8ed9e47d0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria					
524bff08e69ce1abffab36adcb866437	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_650611	f__Pseudomonadaceae	g__Pseudomonas_A	s__Pseudomonas_A	balearica
2537a1b7f2a5ebd86431e2f64148ac51	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Sporosarcina		
dd41b4bfb0004476e308851ce13a602d	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria					
406116245751993859413a75799a4c8d	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616050	f__Wenzhouxiangellaceae	g__Wenzhouxiangella		
864822388042c3de534afd33cb984b48	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_613067	f__Rhodanobacteraceae_613067	g__Dokdonella_A		
3ee53cbfdc64091e2ddf762a71a3ca20	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616009	f__Xanthomonadaceae_616009			
16e47db69e58e31fc6df3b6bd856c224	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616009	f__Xanthomonadaceae_616009	g__Stenotrophomonas_A_615274		
41dd024b4ab0881e7d3f58e8a697dc74	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616009	f__Xanthomonadaceae_616009	g__Stenotrophomonas_A_615274		
95dc0a2f2b077c0f31ee9117c08f2ccd	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616009	f__Xanthomonadaceae_616009			
276f03ac2e76a8c01dd395e3d066706e	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_650611	f__Pseudomonadaceae			
2c5fd9a124d6138c9d6ad19c41f01a0f	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_650611	f__Pseudomonadaceae	g__Thiopseudomonas	s__Thiopseudomonas	denitrificans
23cdc33690c9c0c0867e7d3c9ed4a93d	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Trueperaceae			
57aeefed02cd54323764ec15cf106756	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria					
b814c47150518321553d7ee1e7f8bf8c	d__Bacteria							
0727a2be061f1c3a8e601675fd1e1357	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Beutenbergiaceae			
dc6d7bdf4936939fb68c6a8aa683b62d	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Trueperaceae	g__UBA6957	s__UBA6957	sp002707365
e74f327b8f5cf56b4257e9dd90d552a9	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Trueperaceae	g__UBA6957	s__UBA6957	sp002707365
c650159fda71fbcc7f4ba898a0767492	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Beutenbergiaceae			
e43ecec7e6138c309406f38ac8ccd8c2	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Trueperaceae	g__UBA6957	s__UBA6957	sp002707365
eb0a01b80ad314d0a64e2bdaec32dc84	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae			
6e77390a7067ad3970ab2bad7e66a477	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Wolbachia	s__Wolbachia	pipientis_A_550493
e76fac245470a2ccd0bfd2162a49d4ca	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Wolbachia	s__Wolbachia	pipientis_A_550493
a6eb401ed50635ff249f2b92b48e6fe6	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Flavobacteriaceae	g__Aequorivita		
1226c557a079fcdf53d6ea1659a9ac54	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Flavobacteriaceae	g__Aequorivita		
1266ad38daaf9fc045f2c5f20d2ad2cd	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Flavobacteriaceae	g__Flavobacterium		
2abfaac316ec9f30cf9877c0320fdf62	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Flavobacteriaceae	g__Flavobacterium		
d6b30232feee11d561b6d3a2763fc616	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Flavobacteriaceae			
024ad626b8613eabd5cea960cee5c4b5	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales				
e0c8afa978a1cdada7c55bcd1b7583c0	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales				
bcff83aa422dd4b34c9abeda4a186e40	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas_L_486704		
0e888b4c4bc67f081033ca952f6fbf39	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas_L_486704		
9b3005005d0d289e211d9a49640c15d9	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas_L_486704		
15748c58e09129293649b3f82ced1948	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas_L_486704		
56aabbc623f2646c5c07d380bc3d5901	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis		
a9a6671200464de85bf8b2191eec822f	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae			
79ad057c86f4ea03c22b88f8fb004e12	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae			
9b376a98729e7a234e0481d7430cd40e	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus		
ec09aaa9f21859861182b690bff99b73	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomicrobium_483265		
d70a55e1e4c5dfbc01438359015de502	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae			
57694822dd54fcc543b3a1b18a75e691	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504721	f__Methyloligellaceae	g__Methyloligella	s__Methyloligella	solikamskensis
5622220e0197cf509706dc6f706c312c	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus		
a8dd469644bff8145e7169a7ecbda072	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria					
f116b4711945169080ce3d0d2ea4bde0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae			
f6916735a4e67b078a59c3d4e741b6b8	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus		
81af8a31e2c3078d8585fb0384beca6a	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae			
8eef89a7f5aa71791ba7e6a9ec5ed687	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae			
bfbb5a8e3f17e8b649aa41276116b1a9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Flavobacteriaceae	g__Aequorivita	s__Aequorivita	sinensis
a9b793910527a114fcbb777d0b2b2a76	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium		
61ed419798dfd608f42973556b9d0135	d__Bacteria	p__Myxococcota_A_473307	c__Bradymonadia	o__REDH01	f__REDH01	g__REDH01	s__	
c5a8dda86974146d1991a766635020d7	d__Bacteria	p__Firmicutes_D	c__Bacilli					
8d6606cd6ea17ae54d1f4eeacfb9b61c	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616050	f__Wenzhouxiangellaceae	g__Wenzhouxiangella		
064d09b8534f557f3d24e99ab9241115	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Enterobacteriaceae_A			
fb62bb7c0ccf874dc3e71bf6dab0f5fe	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Enterobacteriaceae_A			
3a669ff3e41a748b8643e92a5975bf03	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Enterobacteriaceae_A			
1e5faf7cb5b59918a8ee8df9c6fcf0ce	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Enterobacteriaceae_A			
dd21cf0bc074e352df3bef2e0436a58c	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Enterobacteriaceae_A			
92d97ee0e70ab5575611621758f9f4c6	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Enterobacteriaceae_A	g__Rosenbergiella		
d912f44c926c6594ff2c11a3867b62c7	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660905	f__Alcanivoracaceae	g__Alcanivorax_A		
e53c6bb5754a9af10ff8a3315c6e4762	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lacticaseibacillus		
a8add982b4fdc483e7736d9298bd3464	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Enterobacteriaceae_A			
98b0e6d32eeca48c5f6940476d3d7738	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616050	f__Wenzhouxiangellaceae	g__Wenzhouxiangella		
c77a1b79b6345cf73c2082c7edfcbca6	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616050	f__Wenzhouxiangellaceae	g__Wenzhouxiangella	s__Wenzhouxiangella	sp007128175
9b0072e8e381b3bdb2259960951068db	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_613062	f__Rhodanobacteraceae_613062	g__Luteibacter	s__Luteibacter	sp000745055
d5065928c135d6cf4aa8aca3c675b477	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter	sp000632455
9ccffc1a9cfc692d672f0cf6f10d3322	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Saccharibacter	s__Saccharibacter	floricola
c12424656d0fb6315acc6bd474acc6f2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_613067	f__Rhodanobacteraceae_613067	g__Dokdonella_A		
1502412aebde2a2f1c93761f304cbb4f	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_613062	f__Rhodanobacteraceae_613062			
6815f01360a971ab3e66990580ea7e89	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae			
04dc83db3c7a5e641f4180a4f76329db	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructobacillus		
4c8717445bd9d60086106edc310f0cc6	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_595422	f__Burkholderiaceae_A_595422			
c1026120779b8bced0a9cca604777378	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__Membranicola	s__Membranicola	marinus
9c2cdf65f7a65309260e8b85f16465a5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Weeksellaceae			
eaf1af094c00c4c400038aadf72bbbe1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Weeksellaceae	g__Chryseobacterium_796614		
440bb8c43156d3491361a2c5f16bf6d9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Cryomorphaceae	g__Cryomorpha	s__	
260a4d68e33826e2a227fde5932df79a	d__Bacteria	p__Firmicutes_D	c__Bacilli					
c29301825731ca16319b0dede91e1882	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria					
1aa54ed0c00df10e28eb952b60437266	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Pasteurellaceae			
bdfa901e0404522e4682a56c34e41280	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_641030	f__Halomonadaceae_641030			
1625fc9a2193d5642d17c7258d8c9982	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Enterobacteriaceae_A	g__Gilliamella		
afeac5bdb7dc24f4dcd55874b6a83e68	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_641030	f__Halomonadaceae_641030			
b401b2b03d1a5511d5d0feeb555728d0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_641030	f__Halomonadaceae_641030			
683be52b0b46264dddb97e51b3c9774f	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_641030	f__Halomonadaceae_641030			
79e16106856e73b084e4a72ee7b56025	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_641030	f__Halomonadaceae_641030			
1d8d84818300dd72d5fb59be2e40485e	d__Bacteria	p__Bacteroidota	c__Bacteroidia					
b4ec1271fe724ad23bc1b51148299cd7	d__Bacteria	p__Bacteroidota	c__Bacteroidia					
7366227e9003f4b383e3e7994d94b6fb	d__Bacteria	p__Bacteroidota	c__Bacteroidia					
fd287aeb2c465cef28cac224661f7942	d__Bacteria	p__Myxococcota_A_473307	c__Bradymonadia	o__Bradymonadales	f__Bradymonadaceae	g__Bradymonas		
5310039ee3836986afbfddee47c78784	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Trueperaceae	g__JAABTL01	s__JAABTL01	sp011390735
d63a1df2e920cfd0f75a93398d2b7028	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Hymenobacteraceae	g__Hymenobacter_910554		
bc32e172c745dcff43df9fba7185e815	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae			
5515e13347f098013c0e4c295f31a06f	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Pasteurellaceae	g__Haemophilus_A		
6d2207eb3880f07db2e90aac04bcf557	d__Bacteria							
4c088e72470b30d96000e8aefb32d743	d__Bacteria							
76cf4bdc110bf89df3c87833c04d0530	d__Bacteria							
6d7cd12bad96c6c6d29206fa2f22262c	d__Bacteria							
f8e54b83d1b67ac7a6f093fcd10bf1b1	Unassigned							
207624346a1522fe3e90e7ae29c11f36	d__Bacteria	p__Cyanobacteria	c__Sericytochromatia	o__UBA7694	f__UBA7694	g__GCA-2770975	s__	
e637c489ce883b971acf96077557ace0	d__Bacteria							
a0dc060012bd31b1e6dd7a055e8fff3f	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Acholeplasmatales	f__Anaeroplasmataceae	g__Anaeroplasma	s__	
d22a048e8d95c86904c4a54baffcbdfb	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae			
bf7785c3c73488bfc7fe7330a5852687	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae			
bfc887ce099c004c7f5d69c7b26b3197	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Demequinaceae	g__Demequina	s__Demequina	activiva
78ffbfae589d5902951579e99d811673	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Cellulomonadaceae	g__Cellulomonas		
a067b71b4535da4a978c7dd816f6714e	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Demequinaceae	g__Demequina		
93f2dac3af7613a4366403b663f4c46c	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales				
1606c9f3796bb55890a51cc1026d011a	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Cellulomonadaceae	g__Actinotalea		
82e58eeaa380af117634a497635a14f3	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium		
c696bdbce60729befa42ac0d9071a0fc	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	timberlakei
312cd934d4b911d2832d3fdb07eaaba4	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae			
f2d094f01e3c7a056be850afa0cb7858	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Beutenbergiaceae			
f0a1750f6bd6d5da0c00ed841d408054	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia		
7ae8d5feb32f14835fc43959a184c061	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales				
ff6a237ad103dcad28ea1e7a674e5488	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	alba
d32d32e54d6b9f8406000564ba77760d	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	alba
4b53ef50e0d7d96ed867c76b6b9f5a2b	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae			
b2fb3ef900e3ea82fd9625411a74f8cc	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium		
